Rua,Bairro,Cidade,Metragem,Quartos,Banheiros,Vagas,Valor,lat,lon
Rua Campo Verde,Jardim Europa,São Paulo,1150,6,10,6,15000000,-21.1644344,-48.9686594
Avenida Piassanguaba,Planalto Paulista,São Paulo,463,4,6,6,3000000,-23.6010973,-46.6540684
Rua João Álvares Soares,Campo Belo,São Paulo,600,4,2,4,5000000,-23.6296202,-46.6790441
Rua Doutor Paulo Vieira,Sumaré,São Paulo,193,3,3,2,960000,-23.5419893,-46.688849
,Cidade Jardim,São Paulo,607,5,5,3,4800000,-23.6150559,-45.3916312
,Jardim Paulistano,São Paulo,170,3,2,2,2950000,-20.8630025,-49.4156027
Rua Rosalina Alves,Vila Isolina Mazzei,São Paulo,99,3,3,1,671000,-23.5003936,-46.6052659
"Rua Armando Brussolo, 192 ",Vila Romana,São Paulo,194,4,5,2,990000,-23.5335118,-46.6964548
Rua Madalena de Morais,Jardim Leonor,São Paulo,950,4,3,4,4000000,-23.5940565,-46.714292
Rua Luiz Galhanone,Jardim Viana,São Paulo,258,4,5,3,2500000,,
Avenida Odila,Planalto Paulista,São Paulo,224,3,4,3,1650000,-23.6129843,-46.6458055
,Jardim Leonor,São Paulo,600,5,8,10,8100000,-23.6087105,-46.9300813
,Jardim Leonor,São Paulo,600,5,7,3,6500000,-23.6087105,-46.9300813
Rua Melo Morais Filho,Jardim Guedala,São Paulo,545,4,4,5,8500000,,
Rua Francisco Xavier da Rocha,Parque Alves de Lima,São Paulo,160,3,4,4,790000,-23.6684868,-46.7307765
,Alto de Pinheiros,São Paulo,339,5,7,5,5200000,-23.5499064,-46.7076422
Rua Dona Elisa Pereira de Barros,Jardim Europa,São Paulo,534,5,5,4,8400000,-23.5756075,-46.69293
,Jardim Petrópolis,São Paulo,536,3,6,6,5790000,-22.3064403,-49.0940003
Rua dos Limantos,Cidade Jardim,São Paulo,680,5,7,4,4500000,-23.5926298,-46.7005071
,Jardim Morumbi,São Paulo,600,4,5,8,5500000,-23.4674102,-47.4404657
Rua Madre Mazarello,Vila Ida,São Paulo,263,4,3,4,2900000,-23.5380613,-46.7100219
Rua Doutor João Maia,Aclimação,São Paulo,385,3,5,2,2660000,-23.5753648,-46.632434
,Jardim Guedala,São Paulo,495,4,6,5,3700000,-23.5873828,-46.71764795766417
Rua Ernesto Nazaré,Alto de Pinheiros,São Paulo,405,4,3,4,3500000,-23.5551066,-46.7072446
,Jardim Guedala,São Paulo,895,5,7,10,4700000,-23.5873828,-46.71764795766417
Avenida Doutor Alberto Penteado,Jardim Sílvia (Zona Oeste),São Paulo,705,5,7,6,5500000,-23.5989317,-46.704235
,Jardim Guedala,São Paulo,455,4,4,6,2500000,-23.5873828,-46.71764795766417
Rua Belini,Alto de Pinheiros,São Paulo,689,4,7,10,8550000,-23.5459864,-46.7137782
Rua Ernesto Nazaré,Alto de Pinheiros,São Paulo,466,4,5,5,5000000,-23.5551066,-46.7072446
"Rua Doutor Augusto de Miranda, 69 ",Vila Pompéia,São Paulo,269,2,1,5,2130000,-23.52447156571468,-46.68613518306425
,Alto de Pinheiros,São Paulo,385,4,5,4,2800000,-23.5499064,-46.7076422
,Vila Madalena,São Paulo,386,4,2,5,2900000,-23.5464956,-46.6911243
Rua Ferreira de Almeida,Jardim das Laranjeiras,São Paulo,250,3,3,5,1580000,-23.5086679,-46.6668025
,Vila Lageado,São Paulo,83,2,2,1,530000,-23.525392,-47.4473527
Avenida das Magnólias,Cidade Jardim,São Paulo,605,4,5,4,6920000,-23.593428,-46.6967587
Rua Grumete Sandoval Santos,Morumbi,São Paulo,435,4,4,3,2500000,-23.6064813,-46.7144744
,Cidade Jardim,São Paulo,908,4,4,6,6000000,-23.6150559,-45.3916312
"Rua Wanderley, 611 ",Perdizes,São Paulo,253,4,4,4,2300000,-23.541286406725398,-46.673265242377816
Rua Oscar Caravelas,Sumarezinho,São Paulo,265,3,4,4,1800000,-23.5436262,-46.6944189
Travessa Emília Alba,Água Branca,São Paulo,98,2,3,1,580000,-23.5194553,-46.695941
Rua Roger Zmekhol,Jardim Colombo,São Paulo,175,3,2,2,870000,-23.6036236,-46.7274044
,Vila Perus,São Paulo,106,3,1,3,400000,-23.4021396,-46.724262
,Jardim Satélite,São Paulo,131,3,3,2,450000,-22.1386711,-51.4165883
Rua Campo Verde,Jardim Europa,São Paulo,1155,6,10,6,15000000,-21.1644344,-48.9686594
Avenida Piassanguaba,Planalto Paulista,São Paulo,468,4,6,6,3000000,-23.6010973,-46.6540684
Rua João Álvares Soares,Campo Belo,São Paulo,605,4,2,4,5000000,-23.6296202,-46.6790441
Rua Doutor Paulo Vieira,Sumaré,São Paulo,198,3,3,2,960000,-23.5419893,-46.688849
,Cidade Jardim,São Paulo,612,5,5,3,4800000,-23.6150559,-45.3916312
Rua Gil Eanes,Campo Belo,São Paulo,160,3,2,2,1895000,-20.8319151,-49.3849228
Alameda dos Guaicanãs,Planalto Paulista,São Paulo,279,3,3,9,2450000,-23.6161792,-46.6509801
Rua Capepuxis,Alto de Pinheiros,São Paulo,400,5,5,4,2600000,-23.5520479,-46.7124026
Rua das Fiandeiras,Vila Olímpia,São Paulo,300,4,5,2,3900000,,
Rua Barão de Cotegipe,Granja Julieta,São Paulo,358,3,3,5,2950000,-23.9605786,-46.3196326
,Jardim Guedala,São Paulo,670,4,6,8,8000000,-23.5873828,-46.71764795766417
Rua Flor de Tília,Mirandópolis,São Paulo,103,2,2,1,775000,-23.6082044,-46.6428889
Rua Ibiapinópolis,Jardim Paulistano,São Paulo,186,3,2,2,3280000,-23.5731368,-46.69431
,Jardim Guedala,São Paulo,346,4,4,3,1999000,-23.5873828,-46.71764795766417
"Avenida Diógenes Ribeiro de Lima, 1658 ",Alto de Pinheiros,São Paulo,463,3,1,12,1950000,-23.5288706,-46.7200804
Rua Pedro Campana,Jardim Vila Mariana,São Paulo,207,4,5,4,1900000,-23.5864652,-46.6209301
Rua Inácio Pedroso,Jardim Guedala,São Paulo,700,4,4,6,7200000,-23.5911845,-46.707446
Rua Brejo Alegre,Brooklin Paulista,São Paulo,250,3,3,2,1600000,-23.6008907,-46.684986
Praça Doutor João Guilherme Flocke,Vila Madalena,São Paulo,380,7,6,4,3200000,-23.5456013,-46.7061874
Rua Doutor Cristiano de Sousa,Jardim Leonor,São Paulo,350,4,5,3,1400000,-23.6041014,-46.7232702
Rua Conseguina,Jardim Guedala,São Paulo,742,4,5,6,3200000,-23.5864637,-46.6999277
Rua Capitão Otávio Machado,Chácara Santo Antônio (Zona Sul),São Paulo,218,4,4,3,1250000,-23.6362124,-46.6989226
,Alto de Pinheiros,São Paulo,255,3,6,3,4000000,-23.5499064,-46.7076422
Rua Núncio Petrella,Cidade São Francisco,São Paulo,118,3,4,2,900000,-23.5610858,-46.7507575
,Alto de Pinheiros,São Paulo,450,4,6,4,5200000,-23.5499064,-46.7076422
Rua Vicente Leporace,Campo Belo,São Paulo,480,5,5,5,2700000,-23.6309661,-46.4882053
Rua Bragança,Pacaembu,São Paulo,1156,5,7,8,18720000,-23.4720076,-46.2580714
Rua Colegio Pio XII,Fazenda Morumbi,São Paulo,474,5,5,4,1690000,-23.6198077,-46.7141582
Rua Cardeal Cagliori,Alto de Pinheiros,São Paulo,418,4,5,4,4100000,-23.5426745,-46.7125508
,Alto de Pinheiros,São Paulo,357,4,5,4,3600000,-23.5499064,-46.7076422
Rua Conselheiro Torres Homem,Jardim Paulista,São Paulo,390,4,7,2,7500000,-23.5781154,-46.6654315
Rua Engenheiro Sá Rocha,Vila Ida,São Paulo,300,5,6,6,2900000,-23.5439312,-46.7095515
Rua Murajuba,Alto de Pinheiros,São Paulo,257,4,2,4,3300000,-23.5445747,-46.7121022
Avenida Itaberaba,Itaberaba,São Paulo,82,2,2,1,300000,-23.4870637,-46.6928395
"Avenida Alfredo Zunkeller, 156 ",Parque Mandaqui,São Paulo,145,3,3,6,1300000,,
Avenida Doutor Cardoso de Melo,Vila Olímpia,São Paulo,200,2,4,5,2900000,-23.6001686,-46.6810465
,Cidade Monções,São Paulo,120,2,2,2,970000,,
Rua dos Junquilhos,Vila Alpina,São Paulo,210,2,3,2,430000,-23.5958687,-46.5646649
Avenida Morumbi,Morumbi,São Paulo,1200,6,8,6,8500000,-22.060458,-47.8790271
,Jardim Guedala,São Paulo,544,4,5,8,3500000,-23.5873828,-46.71764795766417
Rua Oliveira Lima,Cambuci,São Paulo,117,3,4,3,711000,-23.5671546,-46.6171449
Rua Conselheiro Torres Homem,Jardim Paulista,São Paulo,420,5,7,5,4500000,-23.5781154,-46.6654315
Rua VeSão Pauloasiano,Vila Romana,São Paulo,170,3,5,2,1350000,,
,Jardim Guedala,São Paulo,500,3,6,4,3500000,-23.5873828,-46.71764795766417
Rua Dona Ana Helena de Salles Gusmão,Jardim Paulistano,São Paulo,390,4,5,4,5600000,-23.5750606,-46.6947457
,Jardim Viana,São Paulo,498,3,5,4,3600000,-23.5485112,-46.8725837
,Jardim Guedala,São Paulo,550,4,4,2,2800000,-23.5873828,-46.71764795766417
,Jardim dos Estados,São Paulo,361,4,4,3,4200000,-23.5198462,-47.4760404
"Travessa Alberto Moravia, 18 ",Jardim Tremembé,São Paulo,120,2,2,4,350000,-23.454518,-46.6068739
Rua Manuel Pereira Guimarães,Granja Julieta,São Paulo,203,3,4,2,1580000,-23.6421605,-46.7035139
Rua Aliança Liberal,Bela Aliança,São Paulo,144,3,3,2,850000,-23.5222698,-46.7266022
Rua Francisco Peixoto,Vila Pirajussara,São Paulo,384,2,1,2,786000,-23.634719,-46.7706361
,Penha de França,São Paulo,110,3,4,2,550000,-23.523683,-46.5437815
Rua Romano Schiesari,Perdizes,São Paulo,700,5,7,8,7410000,-23.5405094,-46.6843892
Rua Décio Reis,Alto de Pinheiros,São Paulo,365,4,7,6,4500000,-23.5521302,-46.702274
Rua Doutor Queirós Guimarães,Jardim Guedala,São Paulo,412,3,3,6,2000000,-23.5817474,-46.7118279
Rua Deputado Fábio Aranha,Pacaembu,São Paulo,447,4,5,4,3999000,-23.5486705,-46.6709654
,Jardim Guedala,São Paulo,700,4,5,3,3960000,-23.5873828,-46.71764795766417
,Alto de Pinheiros,São Paulo,295,4,5,4,3200000,-23.5499064,-46.7076422
,Vila Sônia,São Paulo,465,6,8,6,2800000,-23.5986562,-46.7392935
Rua Atlântica,Jardim América,São Paulo,500,5,3,8,13000000,-20.419079,-49.9617825
,Jardim Guedala,São Paulo,969,4,6,8,18000000,-23.5873828,-46.71764795766417
Rua Mendes Pais,Vila Nova Conceição,São Paulo,250,3,5,3,3500000,-23.5883531,-46.6665903
,Alto de Pinheiros,São Paulo,232,4,4,4,3150000,-23.5499064,-46.7076422
Rua Baltazar de Morais,Vila Nivi,São Paulo,85,2,3,2,400000,,
,Alto de Pinheiros,São Paulo,550,4,6,4,5950000,-23.5499064,-46.7076422
Rua Miralta,Alto de Pinheiros,São Paulo,510,4,3,5,2800000,-23.5520214,-46.7104571
Rua Toriba,Vila Canero,São Paulo,145,2,2,2,480000,-23.5672337,-46.5711202
,Morumbi,São Paulo,420,4,5,3,3200000,-23.5964988,-46.7178446
Rua Gil Eanes,Campo Belo,São Paulo,165,3,2,2,1895000,-20.8319151,-49.3849228
Alameda dos Guaicanãs,Planalto Paulista,São Paulo,284,3,3,9,2450000,-23.6161792,-46.6509801
,Vila Madalena,São Paulo,383,4,4,4,3500000,-23.5464956,-46.6911243
,Alto de Pinheiros,São Paulo,293,4,4,5,5950000,-23.5499064,-46.7076422
,Jardim dos Estados,São Paulo,562,4,4,3,7500000,-23.5198462,-47.4760404
,Sumaré,São Paulo,248,3,4,4,4255000,-22.8217964,-47.267105
Rua Theodor Herzi,Perdizes,São Paulo,300,4,6,5,1990000,,
Rua Honduras,Jardim Paulista,São Paulo,180,3,5,4,4350000,-23.6940537,-46.4460137
Rua Montezuma,Jardim das Bandeiras,São Paulo,300,4,5,4,4800000,-23.5520073,-46.6831614
Rua Engenheiro Guimarães Valadão,Cidade Jardim,São Paulo,425,4,6,2,3800000,-23.5889149,-46.6956065
Praça Renzo Pagliari,Cidade Jardim,São Paulo,1000,3,3,12,14900000,-23.59778205,-46.70229546821664
Rua Américo Brasiliense,Chácara Santo Antônio (Zona Sul),São Paulo,370,3,6,3,2750000,-23.6303603,-46.7038045
Rua Monte Carmelo,Mirandópolis,São Paulo,150,3,1,7,1500000,-23.4313834,-46.5810219
,Morumbi,São Paulo,491,5,4,8,3650000,-23.5964988,-46.7178446
Rua Leonardo Jones Júnior,Barra Funda,São Paulo,120,3,3,2,848000,-23.5235648,-46.6557923
,Alto de Pinheiros,São Paulo,420,4,6,4,5200000,-23.5499064,-46.7076422
Rua Banibás,Alto de Pinheiros,São Paulo,250,3,5,4,3200000,-23.5502185,-46.7150028
Viela Um,Jardim Peri,São Paulo,440,3,2,10,1800000,-23.5762296,-45.3221427
Rua Veneza,Jardim Paulista,São Paulo,400,3,5,5,4000000,-23.4001311,-46.4033444
Rua Domingos Leme,Vila Nova Conceição,São Paulo,1000,4,6,3,14000000,-23.5911619,-46.6697407
,Jardim Guedala,São Paulo,352,4,5,4,3600000,-23.5873828,-46.71764795766417
Rua Ubaíra,Indianópolis,São Paulo,200,4,3,3,1980000,-23.6058899,-46.6742624
Rua Melo Morais Filho,Jardim Guedala,São Paulo,545,4,6,4,8500000,,
Rua Groenlândia,Jardim América,São Paulo,372,3,2,10,4650000,-23.5785612,-46.6687933
Rua Maria Rosa Halter Frank,Itaim Bibi,São Paulo,100,3,2,1,1970000,-23.5821271,-46.6752352
,Jardim Cordeiro,São Paulo,937,6,9,7,7500000,-23.64780615,-46.78981661900375
Rua Adalívia de Toledo,Paineiras do Morumbi,São Paulo,395,4,3,6,2300000,-23.6083386,-46.708727
Rua Almirante Soares Dutra,Morumbi,São Paulo,558,4,7,14,4900000,-23.6071872,-46.7186588
Rua José Clemente,Jardim Paulista,São Paulo,300,4,2,6,3000000,-23.5763615,-46.6606481
Rua Mariana Correia,Jardim Paulistano,São Paulo,290,3,4,4,4500000,-23.5726669,-46.6848673
Rua Desembargador Vicente Penteado,Jardim América,São Paulo,310,4,3,2,5000000,-23.5682379,-46.6805515
,Brooklin Paulista,São Paulo,620,4,6,7,4440000,-23.6294989,-46.6736894
Rua Gregório Paes de Almeida,Vila Madalena,São Paulo,400,3,5,3,4400000,-23.5443177,-46.7069497
Rua Madre Teodora,Jardim Paulista,São Paulo,560,4,6,4,7500000,-23.5757735,-46.6600085
Rua Araberi,Brooklin Paulista,São Paulo,166,3,3,2,1200000,-23.599192,-46.6884378
,Paineiras do Morumbi,São Paulo,850,4,6,10,8500000,-23.6006435,-46.705543847493516
,Jardim Leonor,São Paulo,612,4,4,3,5000000,-23.6087105,-46.9300813
,Jardim Leonor,São Paulo,421,3,6,4,6300000,-23.6087105,-46.9300813
,Morumbi,São Paulo,716,4,5,6,5300000,-23.5964988,-46.7178446
,Jardim Leonor,São Paulo,1000,6,9,10,22000000,-23.6087105,-46.9300813
,Alto de Pinheiros,São Paulo,555,5,10,5,6200000,-23.5499064,-46.7076422
"Rua Professor Alfredo Ashcar, 206 ",Jardim Leonor,São Paulo,300,4,4,3,1160000,-23.5989849,-46.7218655
Rua Conselheiro Torres Homem,Jardim Paulista,São Paulo,1000,4,8,8,15000000,-23.5781154,-46.6654315
,Alto de Pinheiros,São Paulo,282,4,4,4,4300000,-23.5499064,-46.7076422
,Chácara Monte Alegre,São Paulo,758,3,5,4,4800000,-22.69049305,-46.68043276878935
Avenida Professor Frederico Herman Júnior,Alto de Pinheiros,São Paulo,256,3,4,4,4800000,-23.5609716,-46.7016274
,Cidade Jardim,São Paulo,670,4,5,8,3000000,-23.6150559,-45.3916312
Rua Colonização,Vila Madalena,São Paulo,160,1,3,2,2000000,-23.5540664,-46.6952848
Rua Flávio Queirós Morais,Pacaembu,São Paulo,369,3,5,3,2750000,-23.5491088,-46.6734127
Rua Barra Mansa,Jardim Franca,São Paulo,121,2,2,2,555000,-21.1191668,-48.946825
,Jardim Paulistano,São Paulo,200,1,3,2,5000000,-20.8630025,-49.4156027
,Lapa de Baixo,São Paulo,132,2,2,2,691489,-23.51168525,-46.70433257095851
"Rua Santo Irineu, 3100 ",Bosque da Saúde,São Paulo,205,4,5,3,1400000,-23.6017878,-46.626976
"Rua Carlo Fontana, 106 ",Jardim Tietê,São Paulo,200,6,7,2,430000,-23.6029214,-46.4899433
Rua Santo Eufredo,Jardim Guedala,São Paulo,780,4,7,20,5400000,-23.5865018,-46.7099284
,Jardim Paulista,São Paulo,440,4,4,2,3195000,-23.5652185,-46.6601846
Rua Iramaia,Jardim Europa,São Paulo,250,3,3,3,2500000,-23.5758356,-46.6861217
,Jardim Guedala,São Paulo,685,4,7,10,4050000,-23.5873828,-46.71764795766417
,Sumaré,São Paulo,253,3,4,4,4255000,-22.8217964,-47.267105
Rua Theodor Herzi,Perdizes,São Paulo,305,4,6,5,1990000,,
Rua Honduras,Jardim Paulista,São Paulo,185,3,5,4,4350000,-23.6940537,-46.4460137
Rua Montezuma,Jardim das Bandeiras,São Paulo,305,4,5,4,4800000,-23.5520073,-46.6831614
Rua Engenheiro Guimarães Valadão,Cidade Jardim,São Paulo,430,4,6,2,3800000,-23.5889149,-46.6956065
Praça Renzo Pagliari,Cidade Jardim,São Paulo,1005,3,3,12,14900000,-23.59778205,-46.70229546821664
Rua Américo Brasiliense,Chácara Santo Antônio (Zona Sul),São Paulo,375,3,6,3,2750000,-23.6303603,-46.7038045
Rua Monte Carmelo,Mirandópolis,São Paulo,155,3,1,7,1500000,-23.4313834,-46.5810219
,Morumbi,São Paulo,496,5,4,8,3650000,-23.5964988,-46.7178446
Rua Leonardo Jones Júnior,Barra Funda,São Paulo,125,3,3,2,848000,-23.5235648,-46.6557923
,Alto de Pinheiros,São Paulo,425,4,6,4,5200000,-23.5499064,-46.7076422
Rua Banibás,Alto de Pinheiros,São Paulo,255,3,5,4,3200000,-23.5502185,-46.7150028
,Cidade Jardim,São Paulo,600,4,6,7,2660000,-23.6150559,-45.3916312
,Jardim Everest,São Paulo,496,3,5,6,3750000,-22.1064918,-51.4304335
"Rua Peaçaba, 242 ",Vila Monumento,São Paulo,165,4,5,2,650000,-23.5826577,-46.6146033
Praça Nicolau Scarpa,Jardim América,São Paulo,1200,4,4,25,65000000,-23.5703205,-46.664677633809276
Rua Iraci,Jardim Paulistano,São Paulo,375,4,3,4,3600000,-23.1820517,-45.812299
Rua Ipacaraí,Pompeia,São Paulo,180,3,4,2,1380000,-23.5378731,-46.6811599
"Rua Theo Dutra, 85 ",Jardim Colombo,São Paulo,280,4,6,4,1650000,-23.5983519,-46.7309813
,Cidade Jardim,São Paulo,450,5,4,11,4800000,-23.6150559,-45.3916312
Rua Laerte Assunção,Jardim Paulistano,São Paulo,450,4,4,4,6990000,-23.5708966,-46.683569
Rua Doutor Manuel Carlos de Figueiredo Ferraz,Jardim Morumbi,São Paulo,480,3,3,3,2500000,-23.6105831,-46.7193818
Avenida Professor Fonseca Rodrigues,Alto de Pinheiros,São Paulo,660,4,2,14,13000000,-23.5399262,-46.728738
,Alto de Pinheiros,São Paulo,500,3,5,6,4500000,-23.5499064,-46.7076422
Rua Grécia,Jardim Europa,São Paulo,400,4,2,6,5700000,-23.6413918,-46.4471873
Rua João Batista Leme da Silva,Vila Madalena,São Paulo,150,3,2,2,1280000,-23.5447951,-46.7021857
Rua Engenheiro Janot Pacheco,Vila Progredior,São Paulo,530,4,4,6,2000000,-23.5940389,-46.7160136
,Alto de Pinheiros,São Paulo,279,5,5,5,4500000,-23.5499064,-46.7076422
,Morumbi,São Paulo,407,4,6,4,1800000,-23.5964988,-46.7178446
Rua Prudente Correia,Jardim Europa,São Paulo,364,4,3,3,12000000,-23.5758541,-46.6843933
Rua Diana,Perdizes,São Paulo,220,4,3,1,1000000,-23.5291374,-46.6789215
,Jardim Guedala,São Paulo,900,6,6,10,5800000,-23.5873828,-46.71764795766417
,Alto de Pinheiros,São Paulo,280,3,3,5,3500000,-23.5499064,-46.7076422
Rua Benedito Chaves,Jardim Paulistano,São Paulo,500,3,5,6,8200000,-23.572263,-46.688574
Travessa Roberto Douglas Machado,Jardim Paulistano,São Paulo,125,3,2,1,2500000,-23.5840373,-46.6824674
Rua Sampaio Vidal,Jardim Paulistano,São Paulo,237,3,3,4,3200000,-23.5713171,-46.6890995
Rua dos Tamanás,Vila Madalena,São Paulo,300,3,6,4,3500000,-23.5581602,-46.695769
,Vila Araguaia,São Paulo,400,3,6,10,1800000,-8.2805386,-49.277426
"Avenida Amarilis, 0 ",Cidade Jardim,São Paulo,1000,4,5,8,5900000,-23.5905907,-46.7023453
,Vila Madalena,São Paulo,467,6,6,3,3300000,-23.5464956,-46.6911243
Rua Filipe de Gusmão,Sumarezinho,São Paulo,184,3,3,2,1600000,,
,Vila Lúcia,São Paulo,248,3,4,10,1150000,-20.5645515,-47.3999335
Rua Lacedemônia,Jardim Brasil (Zona Sul),São Paulo,340,4,4,2,843000,-23.6372901,-46.667137
Alameda dos Auetis,Planalto Paulista,São Paulo,280,4,3,5,1845000,-23.6089925,-46.6496956
,Granja Julieta,São Paulo,275,4,4,3,2700000,-23.6275329,-46.7120009
Rua Benedito Chaves,Jardim Paulistano,São Paulo,505,3,5,6,8200000,-23.572263,-46.688574
Travessa Roberto Douglas Machado,Jardim Paulistano,São Paulo,130,3,2,1,2500000,-23.5840373,-46.6824674
Rua Sampaio Vidal,Jardim Paulistano,São Paulo,242,3,3,4,3200000,-23.5713171,-46.6890995
Rua dos Tamanás,Vila Madalena,São Paulo,305,3,6,4,3500000,-23.5581602,-46.695769
,Vila Araguaia,São Paulo,405,3,6,10,1800000,-8.2805386,-49.277426
"Avenida Amarilis, 0 ",Cidade Jardim,São Paulo,1005,4,5,8,5900000,-23.5905907,-46.7023453
,Vila Madalena,São Paulo,472,6,6,3,3300000,-23.5464956,-46.6911243
Rua Filipe de Gusmão,Sumarezinho,São Paulo,189,3,3,2,1600000,,
,Vila Lúcia,São Paulo,253,3,4,10,1150000,-20.5645515,-47.3999335
Rua Lacedemônia,Jardim Brasil (Zona Sul),São Paulo,345,4,4,2,843000,-23.6372901,-46.667137
Alameda dos Auetis,Planalto Paulista,São Paulo,285,4,3,5,1845000,-23.6089925,-46.6496956
,Granja Julieta,São Paulo,280,4,4,3,2700000,-23.6275329,-46.7120009
,Vila Madalena,São Paulo,620,4,5,4,3985000,-23.5464956,-46.6911243
Rua Caropá,Vila Madalena,São Paulo,192,3,3,2,1780000,-23.5477145,-46.7008856
Rua Álvaro Rodrigues,Vila Cordeiro,São Paulo,500,4,5,4,2900000,-23.6228168,-46.6855792
,Jardim Guedala,São Paulo,600,4,5,5,3000000,-23.5873828,-46.71764795766417
Rua Engenheiro Sá Rocha,Vila Ida,São Paulo,490,5,5,10,2400000,-23.5439312,-46.7095515
,Jardim Guedala,São Paulo,578,4,6,6,4200000,-23.5873828,-46.71764795766417
Rua José de Freitas Guimarães,Pacaembu,São Paulo,400,3,4,5,2600000,-23.5439516,-46.6720029
"Rua Oliveira Dias, 366 ",Jardim Paulista,São Paulo,530,4,5,4,4800000,-23.5817085,-46.6697588
,Jardim Guedala,São Paulo,580,3,5,4,8000000,-23.5873828,-46.71764795766417
,Indianópolis,São Paulo,136,2,2,2,620000,-23.6074637,-46.6689221
Rua Pio IV,Jardim Vitória Régia,São Paulo,1000,4,5,8,5000000,-23.6203263,-46.7181863
Rua Araruba,Praia da Lagoa,São Paulo,600,4,5,38,7500000,-23.6825549,-46.7346255
,Vila Matilde,São Paulo,320,3,3,6,1200000,-23.536179,-46.524605
,Alto da Lapa,São Paulo,710,3,6,8,4500000,-23.5273913,-46.7130594
Rua Sílvio Portugal,Pacaembu,São Paulo,950,9,12,6,3200000,-23.5490751,-46.6695452
Rua Eduardo Carlos Pereira,Vila Dom Pedro I,São Paulo,199,3,2,2,1060000,-23.5979589,-46.614646
Rua Thomás Deloney,Santo Amaro,São Paulo,238,3,4,2,1600000,,
Rua Doutor Nelson da Veiga,Vila Nova Mazzei,São Paulo,260,4,5,4,900000,-23.4652533,-46.6021018
,Cidade Jardim,São Paulo,1200,3,3,14,7200000,-23.6150559,-45.3916312
Rua Guilherme Moura,Vila Madalena,São Paulo,343,4,2,3,3086000,-23.547238,-46.7044759
"Rua Luís Botta, 1137 ",Cidade São Mateus,São Paulo,61,1,1,1,147288,-23.5995052,-46.482097
Rua Desembargador Paulo Passaláqua,Pacaembu,São Paulo,826,7,7,30,8000000,-23.5465098,-46.6662348
Rua Porto Alegre,Vila Bertioga,São Paulo,370,3,4,8,1450000,-20.519601,-47.3686859
Praça General San Martin,Jardim América,São Paulo,780,4,7,10,13000000,-23.5647114,-46.67307565023589
,Jardim Guedala,São Paulo,615,4,7,8,2700000,-23.5873828,-46.71764795766417
Rua Alberto Faria,Alto de Pinheiros,São Paulo,373,4,1,4,3500000,-23.5479067,-46.7126638
Rua Baiás,Boaçava,São Paulo,471,4,6,8,4500000,-23.5440132,-46.7218806
,Cidade Jardim,São Paulo,1100,4,9,4,13000000,-23.6150559,-45.3916312
Rua Gaurama,Jardim Franca,São Paulo,450,7,8,6,2199997,-23.4787855,-46.6163561
,Morumbi,São Paulo,405,3,4,4,3400000,-23.5964988,-46.7178446
,Jardim Leonor,São Paulo,700,4,8,10,4500000,-23.6087105,-46.9300813
,Morumbi,São Paulo,800,4,8,10,2900000,-23.5964988,-46.7178446
Rua Correia de Lacerda,Jardim Vila Formosa,São Paulo,130,3,3,2,530000,-23.5712724,-46.5226279
,Jardim Guedala,São Paulo,496,4,6,3,3000000,-23.5873828,-46.71764795766417
Rua Baicuri,Boaçava,São Paulo,640,4,5,6,2600000,-23.5408043,-46.7213046
Rua Graham Bell,Santo Amaro,São Paulo,440,4,3,5,1970000,-23.6390881,-46.6957315
Rua Arandu,Brooklin Paulista,São Paulo,110,3,3,1,1265000,-23.6064644,-46.6902435
Rua Umburanas,Alto de Pinheiros,São Paulo,300,4,3,4,2800000,-23.5497991,-46.7146863
